epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,1696.41,0.70312,0.5485,0.92695,0.81026,0.80919,0.86007,0.6854,0.61765,0.47867,0.88676,0.005842,0.005842,0.005842
128,1713.42,0.69759,0.54502,0.92577,0.82094,0.80077,0.86149,0.68755,0.6157,0.47878,0.88588,0.005809,0.005809,0.005809
129,1730.15,0.70087,0.54883,0.92524,0.813,0.80526,0.85893,0.68733,0.61745,0.47656,0.88625,0.005776,0.005776,0.005776
130,1746.78,0.69561,0.53973,0.92368,0.82546,0.79009,0.85662,0.68495,0.61725,0.47855,0.88598,0.005743,0.005743,0.005743
131,1763.45,0.69299,0.53624,0.9231,0.81876,0.79661,0.85883,0.68521,0.618,0.47629,0.88627,0.00571,0.00571,0.00571
132,1780.23,0.6928,0.53487,0.92267,0.8201,0.79828,0.86019,0.68835,0.61725,0.47266,0.88594,0.005677,0.005677,0.005677
133,1796.9,0.69497,0.53468,0.92361,0.80916,0.80943,0.86015,0.68858,0.61589,0.47036,0.88541,0.005644,0.005644,0.005644
134,1813.77,0.69383,0.53135,0.92161,0.81503,0.80926,0.86078,0.68824,0.61537,0.47267,0.88512,0.005611,0.005611,0.005611
135,1830.52,0.69097,0.53074,0.92149,0.80815,0.80774,0.86014,0.6876,0.61541,0.47236,0.88508,0.005578,0.005578,0.005578
136,1847.06,0.69303,0.5272,0.92243,0.81198,0.80654,0.85969,0.687,0.61788,0.47444,0.88585,0.005545,0.005545,0.005545
137,1863.68,0.69017,0.52656,0.92061,0.80214,0.81426,0.86052,0.68822,0.61757,0.47192,0.88571,0.005512,0.005512,0.005512
138,1880.05,0.68863,0.52409,0.92084,0.81436,0.80323,0.86129,0.68979,0.61557,0.46969,0.88524,0.005479,0.005479,0.005479
139,1897.07,0.69188,0.5301,0.92193,0.81564,0.80288,0.86446,0.69174,0.61669,0.46662,0.88542,0.005446,0.005446,0.005446
140,1913.65,0.69765,0.53108,0.92309,0.81341,0.80659,0.86321,0.69159,0.6168,0.46729,0.8853,0.005413,0.005413,0.005413
141,1930.08,0.68784,0.52589,0.91974,0.80298,0.8186,0.86467,0.69287,0.61584,0.46658,0.88505,0.00538,0.00538,0.00538
142,1946.91,0.68569,0.52209,0.91979,0.82742,0.79911,0.86382,0.69218,0.61545,0.46568,0.88483,0.005347,0.005347,0.005347
143,1963.54,0.68861,0.52796,0.91923,0.83174,0.79929,0.86318,0.69199,0.6157,0.46393,0.88479,0.005314,0.005314,0.005314
144,1980.13,0.68503,0.52198,0.91863,0.82597,0.80556,0.86507,0.69407,0.61458,0.46229,0.88424,0.005281,0.005281,0.005281
145,1996.77,0.68357,0.51882,0.91929,0.82554,0.80844,0.8662,0.69555,0.61227,0.45996,0.88335,0.005248,0.005248,0.005248
146,2013.64,0.68398,0.51657,0.91798,0.8276,0.80887,0.86573,0.69484,0.61175,0.46058,0.88328,0.005215,0.005215,0.005215
147,2030.25,0.6865,0.51887,0.91955,0.82307,0.80911,0.86593,0.69571,0.61071,0.46073,0.88289,0.005182,0.005182,0.005182
148,2046.82,0.6826,0.51841,0.91899,0.82637,0.80705,0.86672,0.69616,0.61061,0.45925,0.88279,0.005149,0.005149,0.005149
149,2063.29,0.68274,0.52022,0.91796,0.82843,0.80643,0.8663,0.69664,0.61042,0.45908,0.88271,0.005116,0.005116,0.005116
150,2079.8,0.683,0.52077,0.92008,0.82167,0.80852,0.86658,0.69655,0.60977,0.45896,0.88256,0.005083,0.005083,0.005083
151,2096.59,0.68325,0.51831,0.91872,0.82901,0.80529,0.86687,0.69742,0.60989,0.45882,0.8825,0.00505,0.00505,0.00505
152,2113.23,0.68318,0.51842,0.91779,0.83032,0.80502,0.86585,0.69626,0.61039,0.46064,0.88261,0.005017,0.005017,0.005017
153,2130.15,0.68236,0.51754,0.91715,0.83047,0.80281,0.8662,0.69657,0.60946,0.4613,0.88226,0.004984,0.004984,0.004984
154,2146.68,0.67882,0.51651,0.91803,0.8236,0.80921,0.8675,0.69747,0.60971,0.46031,0.88226,0.004951,0.004951,0.004951
155,2163.06,0.68117,0.51685,0.91727,0.82686,0.80605,0.86747,0.69782,0.60966,0.45917,0.88234,0.004918,0.004918,0.004918
